mesa,A540,A500,A520,P13,A590,A560,A570,blancos,nulos
6618,155,72,16,2,10,4,0,3,5
6622,127,90,21,0,8,9,1,4,11
6616,148,54,22,4,3,6,1,5,14
6619,128,91,23,1,3,2,2,7,6
6617,123,76,34,7,1,4,1,5,10
6620,99,118,25,2,3,5,2,5,12
6615,134,64,24,3,7,3,3,8,18
3092,105,87,34,2,7,10,3,5,6
6680,120,74,19,1,1,1,0,10,11
6614,134,63,17,5,3,3,3,18,11
3096,92,99,36,2,8,13,2,2,6
3095,93,80,37,2,1,18,4,5,11
3094,104,85,37,4,2,11,3,11,16
3091,121,70,28,5,1,11,0,6,10
6632,138,73,22,2,4,4,2,7,16
3109,83,104,39,3,2,8,0,8,7
3108,107,81,28,3,3,7,7,5,5
6628,142,68,12,1,1,4,3,2,14
6627,135,66,21,2,4,1,1,17,0
3093,80,97,32,0,3,6,2,10,7
6631,139,78,20,0,4,9,2,7,10
6625,129,87,25,4,4,4,1,11,8
6629,119,87,17,5,7,7,1,5,10
6630,132,79,21,3,7,4,2,8,12
3106,100,91,36,4,6,7,3,9,8
6626,127,80,43,2,4,4,2,7,6
3107,103,67,45,2,7,11,4,7,7
3105,123,61,43,3,7,6,3,7,15
3102,107,68,28,3,4,8,3,13,6
3100,92,117,15,4,4,8,3,9,4
3101,115,76,23,2,6,6,2,16,12
3104,109,64,31,3,6,5,2,3,20
3103,129,58,25,1,4,3,3,12,12
6654,134,45,37,0,1,3,2,7,11
6652,145,76,18,2,8,6,3,6,10
6650,112,76,27,5,5,3,0,7,20
6655,128,110,23,1,3,2,2,4,2
6653,119,91,15,4,0,4,5,1,8
6651,124,90,25,2,5,8,2,9,6
6643,129,67,37,4,8,4,0,3,7
6644,145,76,19,1,3,2,0,3,18
6647,104,110,23,1,5,3,3,8,7
6645,121,76,16,5,2,5,2,6,10
6642,130,64,29,5,5,6,1,4,12
6648,133,75,10,3,4,8,1,2,4
6649,115,70,23,0,8,4,0,0,7
6641,127,77,12,4,7,8,0,5,8
6640,136,54,27,1,1,3,0,6,12
6638,151,66,24,2,5,1,2,4,3
6639,159,59,13,3,1,2,5,7,4
6637,128,75,21,1,3,6,2,3,5
6636,114,104,25,2,3,7,1,7,7
6635,126,85,19,1,1,3,3,2,5
6633,136,67,19,3,5,5,1,7,8
3077,27,29,5,0,0,0,0,4,0
6634,123,85,15,5,2,8,1,2,8
6675,112,78,17,0,1,2,4,12,11
6673,147,57,10,2,7,4,2,9,14
6674,147,53,14,2,3,1,3,13,10
6671,133,73,16,2,5,0,3,8,13
6670,146,77,16,1,1,4,3,12,9
6672,119,104,10,2,4,8,1,9,9
3138,48,48,47,6,2,4,1,4,11
3139,114,38,49,2,4,5,1,6,9
3140,113,41,61,1,4,8,8,11,0
3137,120,33,53,0,3,5,2,4,11
3134,114,14,45,3,8,5,3,1,16
3136,113,35,49,2,3,1,1,3,7
3133,121,53,38,1,2,6,2,4,11
3135,85,58,56,3,5,7,2,14,0
6613,127,97,5,1,0,0,0,23,4
3132,107,35,49,1,2,5,3,10,14
6611,143,96,2,0,0,0,2,19,1
6609,113,116,5,0,0,1,0,22,3
6684,132,81,11,3,1,4,0,12,4
6610,133,106,5,0,1,1,1,18,1
6612,134,88,9,2,0,3,0,28,3
6724,143,25,41,2,3,2,1,14,15
6685,126,89,19,0,0,3,0,14,8
6608,149,91,6,1,2,1,0,13,2
3123,46,35,112,1,4,7,4,17,12
3122,58,44,106,1,2,6,3,13,12
3121,62,35,111,2,5,2,2,10,12
6682,130,84,15,0,1,7,6,10,8
3049,41,19,8,1,3,2,0,5,2
6660,133,78,16,0,1,7,0,6,12
6668,130,85,22,4,6,1,3,10,7
3045,144,16,45,1,0,0,0,5,2
6666,119,58,24,8,5,4,2,10,5
3163,109,69,35,1,3,6,6,5,12
3149,167,83,2,1,0,0,0,32,4
3165,118,44,43,4,4,5,1,9,11
3164,109,48,49,3,8,7,2,6,17
3114,142,37,67,0,0,9,1,4,5
3161,131,50,36,1,2,5,0,8,20
3145,133,108,4,1,0,0,0,37,1
3075,35,39,6,3,2,0,0,7,3
3162,108,62,45,6,5,14,2,3,10
3113,118,35,68,0,0,14,1,37,3
3083,155,101,15,0,1,1,1,11,5
3130,140,58,38,1,2,5,3,13,9
3112,122,36,65,0,2,11,2,42,1
3086,109,125,13,2,3,1,1,4,6
3085,159,78,13,1,1,0,1,26,9
3082,145,113,8,1,0,2,1,15,7
3081,117,110,16,1,1,4,0,21,9
3118,108,37,20,1,3,1,1,4,10
6667,135,70,24,4,9,7,2,4,13
3080,133,127,7,1,0,2,0,9,6
3119,118,40,20,3,8,0,1,5,12
3079,149,103,12,1,1,3,0,20,4
3129,154,55,35,1,2,4,4,12,5
3117,99,48,19,1,1,4,1,7,6
3126,143,66,29,1,3,4,0,14,5
3116,101,47,28,1,3,1,4,4,3
3128,124,60,39,0,1,4,2,17,6
3084,130,102,10,0,3,3,0,20,10
3125,146,52,43,3,2,8,1,8,2
3127,126,41,46,0,0,8,6,17,10
3124,125,65,37,0,1,4,1,11,11
3151,149,12,65,0,1,1,0,13,5
3185,39,19,30,3,2,1,0,2,3
3087,66,53,77,1,1,14,3,13,12
3090,70,40,63,3,2,20,1,12,24
3088,72,53,66,3,6,11,8,7,6
3147,171,73,2,0,0,0,0,32,0
3089,89,38,85,5,2,6,3,4,8
3144,149,102,5,0,2,0,0,36,1
3146,0,0,0,0,0,0,0,0,0
3148,131,106,1,0,1,2,2,34,0
3142,149,93,7,1,3,1,0,5,22
3160,118,63,35,4,3,3,4,9,8
3044,154,11,32,2,1,2,1,6,3
3141,171,94,7,0,0,2,1,115,2
3143,157,96,5,0,0,0,0,33,0
3157,108,63,31,6,4,3,1,8,9
3158,123,49,40,4,2,8,7,5,10
3156,117,63,52,2,6,5,0,2,7
3159,125,57,45,0,1,10,7,4,10
3120,36,47,99,0,2,7,1,6,11
3153,112,54,40,5,3,5,4,9,12
3155,102,57,56,5,3,10,1,7,12
6664,139,69,13,2,1,4,4,4,5
3154,119,63,44,3,4,6,2,10,0
6665,127,88,14,3,5,4,2,4,12
6662,115,90,23,6,5,4,3,8,19
6663,152,66,19,6,6,6,2,10,7
6661,128,77,15,2,2,2,2,5,9
3115,59,109,2,1,4,3,4,4,3
3183,132,39,36,0,8,4,2,5,11
3181,119,60,47,0,4,4,0,4,8
3180,123,48,46,1,0,8,2,2,7
3182,123,47,51,0,6,6,0,7,11
3179,113,47,44,3,6,17,8,4,10
3178,101,48,50,2,10,4,3,11,12
3177,117,54,39,1,6,5,2,6,8
3173,113,65,53,3,4,7,0,6,6
3171,106,46,40,4,6,7,4,4,21
3184,72,3,30,0,0,2,0,13,2
3176,109,75,38,2,6,8,3,3,7
3172,100,61,38,2,9,5,3,14,7
3174,114,62,46,7,1,6,5,13,7
3048,4,1,0,1,1,0,0,0,0
3170,120,59,37,1,1,12,6,4,3
3188,101,45,7,2,1,2,0,47,1
3150,42,28,10,0,1,4,1,2,3
3168,114,68,48,3,4,3,3,2,9
3187,104,38,5,1,1,8,0,47,1
3186,107,34,15,2,1,3,3,25,1
3169,132,44,49,1,5,7,0,4,17
3167,110,52,42,2,3,6,0,12,10
3060,124,56,63,2,2,8,2,18,6
3069,137,45,72,2,0,4,0,3,13
3166,109,64,45,3,2,12,2,8,5
3065,140,39,54,1,2,4,0,15,17
3175,123,61,43,1,4,6,3,8,12
3068,147,40,60,0,6,8,1,8,1
3067,120,55,69,1,0,5,2,17,5
3066,134,59,48,4,1,6,3,11,9
3064,107,69,58,1,4,7,7,15,6
3073,100,96,9,3,2,2,0,7,6
3070,114,92,10,2,1,0,1,6,2
3063,125,56,52,1,3,6,1,10,2
3071,96,110,10,1,2,1,2,11,3
3074,111,76,14,2,1,2,4,4,6
3152,96,46,49,4,7,9,1,3,6
3072,97,92,11,2,1,2,4,9,3
3062,128,56,51,3,2,3,2,10,11
3059,107,56,66,1,1,15,2,14,4
3061,120,49,72,2,1,2,2,18,9
3056,118,54,77,0,1,11,0,11,3
3055,124,49,68,1,0,6,1,25,12
3057,133,63,46,1,0,6,0,14,13
3054,108,68,70,2,2,5,2,16,5
3053,129,54,59,2,1,2,3,11,1
3058,109,54,67,1,1,5,1,10,6
3052,117,49,62,3,1,5,2,13,4
3050,133,58,63,0,3,1,2,10,8
3051,127,56,54,0,0,10,2,13,6
7723,36,7,3,1,1,2,0,4,1
7720,88,23,110,0,1,3,0,8,4
7691,0,0,0,0,0,0,0,0,0
7718,96,49,5,1,0,1,0,9,1
7722,75,24,100,3,1,5,0,8,7
7711,94,75,79,1,0,7,0,23,5
7695,152,44,19,0,3,5,1,27,1
7697,154,42,14,0,1,1,0,24,1
7717,88,61,5,0,0,0,0,10,0
7700,117,51,57,0,2,7,0,28,8
3046,63,7,9,2,3,1,1,2,3
7696,153,42,15,2,3,3,1,21,3
7698,6,5,5,0,0,0,0,1,0
7694,156,35,19,1,1,4,0,14,5
7975,9,12,2,0,1,1,0,1,1
7689,86,38,2,0,0,0,0,6,2
7724,10,2,0,0,0,0,0,0,0
7721,76,23,85,1,3,3,0,10,5
7693,156,52,13,0,2,1,1,20,5
7704,99,55,67,0,1,5,2,29,0
7705,91,79,48,0,5,6,1,32,7
7692,188,41,20,0,2,4,3,9,0
7712,110,59,59,0,0,3,0,5,2
7701,92,70,60,0,2,4,0,26,4
7706,88,54,65,0,1,2,0,44,5
7713,3,0,0,0,0,0,0,0,0
7702,86,86,54,0,1,5,1,28,3
7716,157,111,14,1,2,0,0,10,1
7715,183,101,5,0,1,1,0,3,1
7990,83,31,16,1,0,0,1,6,4
7994,83,46,65,3,0,4,3,7,13
7703,122,73,51,0,0,3,0,17,3
7993,85,31,87,3,1,11,3,6,10
7992,82,42,70,2,4,3,0,1,6
7710,106,77,46,1,2,5,0,20,2
7714,169,92,11,0,1,0,0,18,0
7995,81,42,58,3,1,1,2,11,8
7708,106,68,54,0,1,7,0,29,1
7729,133,65,8,0,0,6,2,23,1
7727,141,76,14,0,0,3,0,13,0
7709,95,79,46,0,1,8,1,3,32
7991,80,47,68,3,4,7,2,4,7
7707,102,50,64,0,0,8,0,30,3
7730,129,76,20,0,0,2,0,20,1
7719,82,12,123,0,0,4,0,11,0
7728,135,78,17,0,0,0,0,17,2
7725,127,86,12,0,0,0,1,27,2
7726,118,96,6,0,2,0,0,15,2
3043,79,30,86,0,3,0,1,0,1
3076,93,14,60,0,0,0,0,3,1
7980,138,41,13,2,0,1,0,5,4
7983,76,103,58,5,0,5,3,7,2
7984,99,75,50,8,2,2,0,5,13
7985,93,73,57,2,2,1,2,2,9
7979,120,76,11,0,0,1,3,1,2
7951,84,60,97,7,3,1,2,6,6
7967,94,76,49,8,1,3,2,8,9
7969,86,103,40,9,1,2,3,7,6
7943,158,48,15,4,0,3,2,9,5
7944,148,62,20,3,1,1,4,8,6
7945,141,48,18,2,1,0,4,15,7
7946,138,47,13,4,1,0,4,16,8
7988,103,80,61,3,1,0,1,4,11
7987,104,73,45,2,2,2,3,4,4
7919,66,49,109,4,1,1,1,12,2
7875,79,10,119,4,0,0,1,3,7
7917,65,63,86,6,0,2,2,4,14
7989,126,52,47,5,2,1,6,6,4
7968,79,93,39,10,4,2,0,8,9
7918,59,86,86,0,1,2,1,4,7
7880,99,42,61,1,1,1,0,5,7
7874,66,6,145,2,1,0,0,3,0
7879,92,42,70,1,1,3,2,5,6
7920,58,50,106,5,0,2,1,8,13
7877,91,40,64,2,0,1,1,8,9
7878,88,46,74,4,0,2,4,6,7
7897,19,14,19,0,0,0,1,0,0
7896,75,51,43,0,0,1,2,28,1
7986,103,47,72,7,1,1,0,1,3
7916,73,93,72,1,0,3,3,9,9
7876,69,34,99,2,2,3,2,3,3
7914,72,102,64,4,3,4,4,4,9
7909,0,0,0,0,0,0,0,0,0
7912,75,105,73,3,0,3,4,10,2
7910,74,101,64,4,5,3,3,9,14
7915,72,101,74,1,0,0,1,4,8
7913,91,77,76,3,2,0,2,2,8
7911,73,97,77,3,4,0,3,5,5
7906,96,107,47,6,1,0,3,6,7
7908,78,101,65,2,4,0,2,8,10
7903,0,0,0,0,0,0,0,0,0
7902,0,0,0,0,0,0,0,0,0
7907,91,99,61,4,1,2,4,7,6
7900,0,0,0,0,0,0,0,0,0
7901,0,0,0,0,0,0,0,0,0
7978,120,41,18,0,0,2,0,1,4
7904,73,86,66,5,2,1,0,5,18
7899,77,85,74,3,1,0,2,7,10
7950,102,62,78,6,2,1,2,14,6
7898,85,85,60,6,1,1,1,12,16
7905,86,79,94,4,1,0,3,1,2
7947,118,60,68,7,1,1,1,11,2
7948,111,47,87,9,2,0,1,7,5
7941,138,72,26,4,1,0,2,3,0
7940,140,66,22,2,2,0,1,11,6
7965,114,77,47,7,3,1,1,3,3
7966,91,96,38,8,3,1,2,3,8
7949,84,86,62,4,2,4,3,8,3
7942,136,65,20,1,0,1,3,19,6
7953,83,76,70,6,3,1,2,17,0
7971,82,94,52,8,1,4,3,4,8
7973,102,98,33,4,1,1,2,9,6
7982,101,49,88,6,0,1,0,11,6
7868,63,45,121,3,1,1,1,12,0
7952,111,49,75,6,1,4,2,9,9
7970,116,75,42,7,4,1,0,17,0
7972,109,75,60,6,0,0,3,7,14
7865,60,37,112,6,0,1,1,3,5
7866,73,45,112,1,1,3,1,8,0
7974,100,87,37,7,1,0,1,6,10
7867,54,50,118,1,2,0,2,3,7
7962,90,83,42,3,2,2,4,13,7
7869,60,49,113,2,1,1,2,5,1
7964,106,82,34,3,3,1,2,24,0
7961,97,73,47,5,0,2,1,17,5
7959,85,81,43,3,1,1,2,6,10
7923,58,65,93,2,1,3,1,8,9
7958,90,84,48,4,0,0,3,5,7
7963,100,52,45,4,2,2,0,17,4
7926,55,52,87,5,1,2,4,7,9
7924,52,62,99,7,2,2,3,9,2
7960,101,87,37,2,1,2,3,11,3
7925,74,44,102,5,4,1,0,17,0
7922,59,68,95,5,1,6,2,4,10
7956,86,97,37,4,0,3,2,18,0
7690,103,82,1,0,0,0,0,11,1
7957,105,85,45,2,0,3,1,2,12
7954,110,85,39,6,2,0,2,4,13
7921,66,52,83,9,2,5,0,8,6
7699,12,2,1,0,0,0,0,1,2
7977,103,85,13,5,0,2,0,5,4
7955,112,67,33,9,4,1,2,7,7
7976,111,75,10,3,1,1,2,10,5
7928,92,60,94,1,2,0,4,8,8
7929,90,62,90,5,4,4,2,7,8
7883,118,80,22,2,3,1,1,10,15
7884,127,73,28,5,1,0,0,8,5
7931,91,57,78,3,3,0,1,10,10
7938,83,75,70,6,1,2,1,5,6
7882,117,111,18,1,2,2,0,9,5
7885,121,87,23,6,2,5,2,9,6
7939,103,51,75,6,0,1,1,8,22
7930,101,63,82,2,3,2,2,11,10
7895,116,90,28,1,2,2,0,5,8
7937,85,88,74,4,1,3,1,8,2
7894,138,52,31,6,3,1,3,5,10
7893,150,82,28,2,0,1,1,7,8
7864,161,39,14,1,1,3,1,6,4
7862,94,24,135,0,0,1,0,12,1
7861,131,23,108,0,0,0,1,10,1
7845,93,74,38,2,0,1,1,32,5
7860,116,28,123,1,0,2,0,13,1
7859,107,33,118,0,1,0,0,12,5
7863,128,45,24,3,0,0,0,4,13
7892,127,76,22,4,1,2,0,22,0
7858,2,0,0,2,1,0,0,1,2
7981,2,1,2,0,0,0,0,0,0
7844,104,49,65,3,2,0,0,5,5
7843,98,49,73,1,1,2,1,32,2
7853,89,68,48,0,2,1,1,45,3
7835,149,24,7,2,0,1,2,4,2
7846,95,69,45,6,0,0,0,30,4
7855,94,71,54,1,2,1,1,25,6
7852,82,62,73,2,1,1,0,2,2
7856,112,47,59,3,0,4,1,24,6
7857,95,54,49,5,0,1,3,40,0
7848,100,55,41,1,5,4,3,32,1
7841,105,58,57,0,4,1,2,27,2
7842,92,65,48,1,1,1,2,27,5
7850,112,65,47,1,0,3,2,18,4
7849,89,58,48,0,0,1,0,14,10
7837,109,58,44,1,1,1,0,27,3
7847,90,54,56,0,2,3,3,42,8
7839,97,62,52,1,4,2,0,41,3
7936,91,61,82,3,3,2,1,7,6
7840,112,67,54,2,1,0,0,23,3
7838,98,59,53,2,0,2,0,37,3
7851,92,53,54,4,2,2,2,0,0
7935,97,51,89,3,0,0,2,4,12
7881,128,74,30,6,1,1,2,14,0
7836,111,48,49,1,0,0,0,22,5
7891,115,76,29,8,1,2,4,7,7
7890,151,80,18,5,1,0,3,5,4
7934,84,56,94,1,2,3,2,5,8
7933,95,70,88,3,1,1,1,4,10
7871,114,30,119,2,1,2,1,10,2
7932,92,52,96,2,3,0,8,0,3
7927,89,68,77,2,0,0,4,4,6
7889,117,78,20,4,1,1,3,7,10
7870,108,45,105,3,0,1,0,9,3
7872,107,40,106,2,1,4,1,8,3
7888,133,73,18,2,3,0,0,2,8
7886,112,78,27,9,2,2,2,20,0
7873,97,40,116,4,0,4,0,2,6
7887,114,102,40,6,0,3,3,14,0
7745,85,62,69,0,1,1,1,75,5
7743,88,48,61,1,3,0,1,88,5
7744,77,54,74,0,1,0,0,80,4
7777,49,104,58,3,2,4,1,6,7
7338,114,81,20,2,1,4,2,3,4
7794,64,108,66,5,3,2,0,6,5
7776,65,99,61,2,0,3,2,5,7
7779,66,106,47,6,4,2,1,7,6
7326,105,68,27,5,0,9,3,7,10
7778,73,90,54,2,3,6,2,5,7
7352,136,50,76,1,1,5,1,14,1
7325,110,74,37,6,5,9,1,3,8
7239,138,53,48,0,1,16,2,7,3
7351,109,44,82,4,6,6,1,11,7
7344,106,46,129,3,0,0,0,4,5
7343,120,50,,0,0,6,5,10,6
7337,116,80,20,8,0,9,1,5,5
7327,88,73,42,3,3,15,5,4,9
7246,76,89,55,4,0,18,1,5,6
7768,89,76,55,3,2,3,2,3,13
7346,124,30,102,1,4,4,1,5,16
7793,64,83,44,5,1,1,2,3,3
7741,86,59,70,1,0,1,0,79,1
7244,56,101,64,2,4,18,8,4,2
7742,104,47,65,0,0,1,1,71,5
7345,114,43,95,3,1,9,1,12,6
7350,139,48,68,2,2,2,3,13,5
7245,58,90,55,6,3,22,2,7,4
7342,138,52,70,2,1,4,3,12,3
7347,127,40,83,2,1,4,0,3,8
7341,144,41,74,0,0,19,0,10,1
7324,105,69,38,7,5,13,7,5,8
7335,140,72,16,1,1,11,1,38,0
7348,127,39,101,2,1,4,2,10,3
7349,127,37,83,1,0,6,1,14,5
7357,167,60,4,1,0,0,0,33,1
7772,69,71,52,4,2,3,3,13,4
7334,153,80,18,0,0,5,2,30,5
7771,77,95,54,6,1,3,1,4,9
7775,85,74,60,3,2,2,0,8,8
7774,57,88,54,3,5,5,2,5,2
7323,100,60,38,6,4,12,6,7,18
7773,60,102,49,6,4,2,5,8,4
7770,69,87,84,0,3,3,2,6,15
7363,0,0,0,0,0,0,0,0,0
7362,135,81,16,0,0,1,0,0,0
7364,146,73,6,1,0,1,0,11,2
7361,0,0,0,0,0,0,0,0,0
7365,150,92,10,0,0,1,1,10,0
7360,0,0,0,0,0,0,0,0,0
7238,136,51,62,1,3,14,5,3,5
7769,74,77,55,6,3,2,1,8,16
7805,68,85,62,8,1,4,1,9,6
7804,73,75,65,6,4,4,1,3,7
7802,98,76,54,5,1,6,3,4,5
7358,163,76,8,1,0,0,0,10,0
7800,70,79,48,3,0,5,2,8,4
7803,86,75,58,9,2,1,0,6,8
7797,91,82,52,5,4,4,1,7,10
7359,132,108,3,0,0,1,0,13,2
7801,72,54,80,4,0,3,0,11,4
7795,66,89,63,3,2,5,4,6,7
7798,58,115,66,1,1,0,1,6,6
7799,78,66,52,7,2,4,2,10,9
7820,73,102,59,5,2,2,4,3,7
7818,75,121,53,10,0,5,2,1,11
7796,84,73,63,2,0,2,1,7,5
7747,101,95,28,1,0,1,0,62,4
7746,106,79,36,0,1,0,1,63,2
7819,67,107,50,6,4,2,3,4,8
7812,77,71,58,5,3,1,4,8,2
7817,91,67,69,2,3,3,1,4,8
7821,57,101,55,4,4,3,1,6,9
7816,78,55,71,2,0,1,3,7,10
7813,57,102,59,4,4,2,1,6,8
7808,79,65,77,3,1,2,3,7,12
7807,74,94,65,3,4,4,2,7,7
7814,90,73,53,5,2,4,0,4,10
7815,75,75,68,2,2,2,2,7,11
7811,57,140,43,2,4,5,1,3,8
7809,70,117,56,5,1,3,0,4,7
7767,51,110,68,5,2,2,0,1,7
7764,61,101,49,5,3,1,1,13,9
7766,72,84,80,5,4,4,2,13,8
7806,81,95,64,2,0,4,1,12,7
7810,82,88,53,4,3,3,1,7,13
7762,80,74,67,6,1,4,6,5,5
7758,73,101,53,4,2,8,4,2,13
7765,58,79,60,5,4,3,2,4,10
7763,79,98,47,1,2,0,1,8,15
7759,57,109,57,8,1,2,3,3,8
7761,60,80,73,4,0,1,2,22,5
7760,73,73,67,6,0,4,6,1,6
7755,69,63,62,2,2,1,0,8,12
7757,69,114,46,6,7,2,0,5,0
7754,80,105,68,3,0,6,1,3,1
7756,39,115,65,3,2,2,4,9,5
7753,62,94,51,3,0,3,3,6,17
7749,77,84,55,1,1,0,0,2,12
7792,74,78,61,5,3,4,1,2,18
7750,76,89,52,0,1,3,2,4,11
7752,73,94,55,9,1,1,2,4,10
7790,82,86,56,6,2,2,5,9,14
7748,75,93,59,3,1,2,2,5,8
7791,63,93,45,6,7,4,2,11,12
7751,86,106,55,3,5,3,3,6,3
7785,88,64,60,3,0,3,0,7,7
7788,84,93,52,1,4,2,1,4,6
7789,78,90,51,2,3,1,1,9,6
7783,86,74,59,6,3,4,2,4,5
7786,70,67,53,4,5,3,3,1,16
7780,73,101,56,4,3,2,2,4,4
7787,69,81,56,5,4,0,0,10,10
7356,0,0,0,0,0,0,0,0,0
7782,77,94,49,4,9,3,4,6,6
7781,82,83,59,1,4,4,3,7,6
7784,73,81,59,1,1,3,2,9,11
7355,0,0,0,0,0,0,0,0,0
7735,52,14,24,4,2,1,0,4,5
7739,87,49,63,1,2,0,0,84,2
7740,67,57,68,0,1,1,0,89,6
7738,63,60,58,0,0,0,0,93,8
7736,112,41,54,1,0,1,0,77,5
7737,96,54,72,0,1,1,3,67,3
7828,88,72,74,7,2,2,1,7,6
7829,84,73,47,4,2,5,2,7,5
7831,71,91,59,2,4,4,1,7,6
7832,59,118,65,2,2,1,2,5,10
7732,54,23,115,2,0,0,1,3,5
7830,67,82,74,9,2,6,1,7,9
7827,63,115,51,5,3,2,1,2,8
7734,42,32,118,2,1,0,2,4,5
7243,70,66,37,5,8,7,5,13,16
7834,35,43,90,0,0,0,2,1,1
7833,48,37,77,3,0,1,0,1,2
7242,95,75,18,6,10,4,3,17,9
7733,58,26,104,3,2,0,1,10,1
7826,64,74,65,4,9,1,0,12,4
7241,81,58,44,5,7,7,2,13,14
7731,58,33,98,5,1,0,1,4,2
7240,89,73,27,8,4,11,7,10,10
7825,80,81,59,4,3,1,0,10,7
7258,131,95,7,2,1,8,3,7,4
7822,81,77,56,6,6,5,1,5,4
7824,78,64,73,9,2,6,0,6,10
7336,68,32,6,2,0,2,0,45,0
7259,108,103,15,2,1,1,2,11,0
7823,63,96,56,3,1,5,0,3,13
7237,109,44,19,0,0,14,0,2,17
7234,93,64,38,0,1,12,1,19,0
7235,86,55,34,0,0,12,2,13,5
7236,110,36,23,2,2,10,1,17,7
7339,66,61,35,5,2,5,1,3,6
7329,110,80,3,0,0,2,1,15,0
7264,86,52,38,6,0,8,3,25,0
7310,103,63,42,3,0,21,4,8,17
7309,122,80,24,5,0,8,4,11,5
7328,116,82,2,0,0,1,0,8,2
7231,62,28,16,0,0,2,3,2,2
7275,165,59,19,1,0,4,1,19,13
7261,98,70,37,7,2,6,1,7,10
7262,67,78,31,4,1,17,5,5,15
7263,87,66,38,2,2,7,4,1,7
7285,116,62,10,1,7,2,3,26,10
7282,157,72,9,3,0,5,2,29,5
7308,105,68,21,5,2,12,1,22,11
7260,73,70,40,6,2,10,2,9,14
7286,85,63,11,2,14,8,3,0,0
7284,103,58,20,2,10,4,3,0,4
7257,89,35,88,1,0,4,1,10,0
7266,16,12,0,0,0,0,0,1,0
7340,51,62,30,1,3,3,0,7,3
7274,134,85,14,5,0,4,2,19,8
7272,151,79,13,5,1,2,0,21,5
7271,138,109,14,2,1,0,1,6,10
7283,84,58,17,2,10,1,4,44,5
7273,177,48,4,2,2,0,2,25,0
7267,152,84,10,0,0,3,2,22,0
7269,131,104,17,3,0,1,2,25,8
7279,149,82,13,0,1,3,0,17,5
7270,136,102,5,0,4,1,0,21,5
7233,63,45,30,1,0,10,2,14,3
7281,139,97,6,1,1,3,3,17,10
7280,130,92,15,0,1,5,5,22,1
7276,139,96,6,2,0,3,4,11,4
7268,151,61,10,2,0,4,0,21,4
7278,142,92,12,0,1,0,1,15,7
7277,134,79,7,3,1,4,1,27,10
7306,114,73,25,3,2,9,1,5,12
7232,70,36,48,3,0,7,1,11,1
7305,118,72,23,10,1,5,5,3,9
7304,102,85,26,3,2,8,0,8,7
7301,121,67,25,9,3,20,2,7,6
7307,120,81,27,5,1,11,1,8,14
7289,153,85,16,1,1,3,0,4,8
7290,141,76,18,4,1,8,2,9,5
7303,110,92,30,6,0,8,0,5,10
7297,118,68,35,7,0,12,1,11,12
7302,115,85,21,3,2,9,3,12,8
7298,89,77,43,8,2,13,2,4,13
7292,0,0,0,0,0,0,0,0,0
7295,119,85,23,3,1,5,5,12,6
7300,128,65,25,5,2,8,3,6,4
7296,124,74,13,9,2,7,2,21,10
7293,97,80,37,2,0,13,2,17,12
7294,125,84,16,4,1,5,3,9,5
7299,116,89,20,3,0,15,4,8,8
7287,124,106,14,3,1,3,1,10,0
7288,146,87,14,4,0,3,2,4,8
7265,3,3,0,0,0,0,0,0,0
7230,0,0,0,0,0,0,0,0,0
7330,75,47,59,5,3,7,2,2,9
7322,97,88,35,3,2,11,6,4,14
7333,67,59,69,5,1,4,4,5,10
7321,110,98,32,2,4,12,3,5,6
7127,111,68,30,3,4,5,4,11,14
4299,0,0,0,0,0,0,0,0,0
4300,0,0,0,0,0,0,0,0,0
4774,157,71,6,3,5,3,0,2,2
4775,133,56,21,1,3,4,2,10,9
4298,59,48,126,2,9,11,3,1,4
4297,76,32,105,2,5,3,2,15,12
4296,68,50,135,0,2,3,2,5,4
4772,129,75,13,2,4,1,1,5,5
7128,116,68,21,6,7,11,8,13,10
4681,7,13,0,0,0,0,0,0,0
4778,107,69,11,0,1,0,1,13,0
4295,58,47,130,2,2,0,0,7,12
4268,80,32,128,0,2,2,4,6,16
4257,76,69,105,1,3,5,1,15,9
4258,72,60,111,0,3,4,7,8,7
4780,131,55,7,0,0,0,0,15,0
4773,140,56,12,3,2,0,1,8,2
3042,51,87,31,4,6,16,2,8,5
4256,84,46,118,3,3,3,5,7,6
4640,44,31,9,2,3,1,0,7,1
3041,56,109,25,0,2,14,4,6,6
3040,49,107,31,4,7,14,6,5,6
3039,51,118,22,1,4,10,3,3,4
4255,53,44,109,3,2,5,1,51,0
4253,67,41,128,0,7,1,2,2,13
3842,0,0,0,0,0,0,0,0,0
4254,81,34,115,2,2,8,7,249,7
4779,125,71,10,0,0,0,0,14,0
4273,81,54,119,2,0,2,6,6,8
3843,39,64,9,0,0,0,0,4,0
4252,79,38,132,0,5,7,3,5,7
4251,74,42,132,0,4,1,4,8,6
4271,65,72,104,0,5,5,5,7,6
4274,65,36,144,1,1,2,5,7,10
7125,117,67,24,3,2,20,6,0,0
4272,72,42,127,1,2,2,2,8,12
4294,83,51,120,1,0,3,3,10,12
4269,94,51,109,2,2,3,3,6,10
4270,80,53,114,0,2,3,3,8,8
4290,66,32,130,3,4,5,0,9,16
4289,74,23,124,3,2,5,4,0,0
4291,83,42,120,0,1,5,1,5,11
4288,65,43,125,2,3,9,8,11,15
4285,68,30,122,2,6,5,3,10,21
4293,78,46,111,2,3,3,6,10,8
